PhotoID,PhotoName,PhotoFormat,Time,PlaceName,PlaceURL,PriorClass,SubClass,EventName,Presence,ProvenienceURL,Folder,DatasetName
301,004_0073,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
302,010_0010,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
303,015_0078,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
304,009_0004,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
305,004_0084,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
306,013_0010,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
307,009_0062,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
308,014_0301,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
309,006_0174,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
310,001_0015,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
311,005_0038,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
312,014_0277,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
313,011_0023,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
314,003_0051,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
315,003_0037,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
316,007_0069,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
317,004_0037,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
318,012_0066,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
319,003_0036,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
320,015_0176,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
321,009_0069,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
322,008_0051,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
323,007_0002,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
324,001_0008,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
325,011_0114,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
326,001_0037,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
327,011_0057,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
328,012_0090,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
329,005_0015,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
330,013_0018,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
331,010_0030,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
332,005_0065,JPEG,,,,Social,Sea-holiday,,TRUE,,Datasets/EiMM,EiMM
333,006_0269,JPEG,,,,Social,Sea-holiday,,FALSE,,Datasets/EiMM,EiMM
334,012_0029,JPEG,,,,Social,Sea-holiday,,FALSE,,Datasets/EiMM,EiMM
335,014_0050,JPEG,,,,Social,Sea-holiday,,FALSE,,Datasets/EiMM,EiMM
336,008_0040,JPEG,,,,Social,Sea-holiday,,FALSE,,Datasets/EiMM,EiMM
337,002_0309,JPEG,,,,Social,Sea-holiday,,FALSE,,Datasets/EiMM,EiMM
338,008_0006,JPEG,,,,Social,Sea-holiday,,FALSE,,Datasets/EiMM,EiMM
339,013_0019,JPEG,,,,Social,Sea-holiday,,FALSE,,Datasets/EiMM,EiMM
340,010_0017,JPEG,,,,Social,Sea-holiday,,FALSE,,Datasets/EiMM,EiMM
341,002_0132,JPEG,,,,Social,Sea-holiday,,FALSE,,Datasets/EiMM,EiMM
342,007_0024,JPEG,,,,Social,Sea-holiday,,FALSE,,Datasets/EiMM,EiMM
343,006_0129,JPEG,,,,Social,Sea-holiday,,FALSE,,Datasets/EiMM,EiMM
344,015_0128,JPEG,,,,Social,Sea-holiday,,FALSE,,Datasets/EiMM,EiMM
345,002_0216,JPEG,,,,Social,Sea-holiday,,FALSE,,Datasets/EiMM,EiMM
346,001_0011,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
347,005_0111,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
348,008_0018,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
349,016_0105,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
350,003_0067,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
351,001_0024,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
352,013_0035,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
353,008_0013,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
354,019_0002,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
355,003_0080,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
356,008_0037,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
357,009_0076,JPEG,06-Sep-2007 15:47:35,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
358,014_0021,JPEG,08-mag-2008 02:05:49,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
359,013_0045,JPEG,06-Apr-2009 23:49:38,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
360,015_0074,JPEG,24-Feb-2010 03:17:58,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
361,012_0022,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
362,005_0115,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
363,020_0002,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
364,001_0018,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
365,019_0022,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
366,009_0104,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
367,006_0037,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
368,016_0083,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
369,011_0092,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
370,020_0058,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
371,002_0064,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
372,016_0072,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
373,004_0062,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
374,009_0200,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
375,011_0063,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
376,018_0060,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
377,020_0052,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
378,018_0039,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
379,007_0174,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
380,011_0110,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
381,015_0055,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
382,017_0019,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
383,019_0043,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
384,007_0065,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
385,006_0033,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
386,003_0070,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
387,017_0007,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
388,010_0078,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
389,017_0029,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
390,015_0137,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
391,004_0048,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
392,013_0049,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
393,006_0017,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
394,018_0064,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
395,004_0032,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
396,007_0085,JPEG,,,,Social,Ski-holiday,,TRUE,,Datasets/EiMM,EiMM
397,002_0083,JPEG,,,,Social,Ski-holiday,,FALSE,,Datasets/EiMM,EiMM
398,014_0020,JPEG,,,,Social,Ski-holiday,,FALSE,,Datasets/EiMM,EiMM
399,010_0020,JPEG,,,,Social,Ski-holiday,,FALSE,,Datasets/EiMM,EiMM
400,002_0085,JPEG,,,,Social,Ski-holiday,,FALSE,,Datasets/EiMM,EiMM
401,005_0120,JPEG,,,,Social,Ski-holiday,,FALSE,,Datasets/EiMM,EiMM
402,014_0053,JPEG,,,,Social,Ski-holiday,,FALSE,,Datasets/EiMM,EiMM
403,012_0026,JPEG,,,,Social,Ski-holiday,,FALSE,,Datasets/EiMM,EiMM
404,010_0103,JPEG,,,,Social,Ski-holiday,,FALSE,,Datasets/EiMM,EiMM
405,012_0017,JPEG,,,,Social,Ski-holiday,,FALSE,,Datasets/EiMM,EiMM
406,003_0055,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
407,001_0024,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
408,012_0021,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
409,006_0089,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
410,002_0155,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
411,015_0008,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
412,010_0033,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
413,014_0030,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
414,009_0021,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
415,012_0003,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
416,002_0173,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
417,009_0002,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
418,010_0006,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
419,013_0021,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
420,008_0083,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
421,008_0027,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
422,011_0012,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
423,008_0050,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
424,010_0004,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
425,014_0033,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
426,004_0014,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
427,011_0090,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
428,007_0034,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
429,012_0043,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
430,015_0029,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
431,007_0018,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
432,002_0102,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
433,006_0060,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
434,001_0008,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
435,005_0080,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
436,009_0024,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
437,006_0002,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
438,004_0006,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
439,013_0023,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
440,014_0042,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
441,005_0056,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
442,007_0026,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
443,011_0013,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
444,004_0015,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
445,015_0016,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
446,005_0007,JPEG,,,,Sport,Basket,,TRUE,,Datasets/EiMM,EiMM
447,013_0017,JPEG,,,,Sport,Basket,,FALSE,,Datasets/EiMM,EiMM
448,003_0085,JPEG,,,,Sport,Basket,,FALSE,,Datasets/EiMM,EiMM
449,003_0047,JPEG,,,,Sport,Basket,,FALSE,,Datasets/EiMM,EiMM
450,001_0018,JPEG,,,,Sport,Basket,,FALSE,,Datasets/EiMM,EiMM
451,012_0012,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
452,002_0006,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
453,010_0152,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
454,011_0104,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
455,003_0164,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
456,014_0018,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
457,002_0011,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
458,008_0016,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
459,001_0026,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
460,010_0324,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
461,011_0055,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
462,003_0124,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
463,015_0040,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
464,015_0058,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
465,011_0063,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
466,009_0003,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
467,004_0014,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
468,009_0322,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
469,013_0013,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
470,004_0018,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
471,003_0122,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
472,009_0231,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
473,001_0041,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
474,008_0043,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
475,008_0057,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
476,010_0343,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
477,006_0203,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
478,012_0042,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
479,007_0035,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
480,013_0002,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
481,002_0003,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
482,007_0010,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
483,015_0035,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
484,005_0185,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
485,013_0079,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
486,005_0025,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
487,005_0174,JPEG,,,,Sport,Rowing,,TRUE,,Datasets/EiMM,EiMM
488,001_0008,JPEG,,,,Sport,Rowing,,FALSE,,Datasets/EiMM,EiMM
489,006_0084,JPEG,,,,Sport,Rowing,,FALSE,,Datasets/EiMM,EiMM
490,004_0135,JPEG,,,,Sport,Rowing,,FALSE,,Datasets/EiMM,EiMM
491,007_0042,JPEG,,,,Sport,Rowing,,FALSE,,Datasets/EiMM,EiMM
492,012_0001,JPEG,,,,Sport,Rowing,,FALSE,,Datasets/EiMM,EiMM
493,014_0032,JPEG,,,,Sport,Rowing,,FALSE,,Datasets/EiMM,EiMM
494,014_0047,JPEG,,,,Sport,Rowing,,FALSE,,Datasets/EiMM,EiMM
495,006_0111,JPEG,,,,Sport,Rowing,,FALSE,,Datasets/EiMM,EiMM
496,006_0009,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
497,015_0134,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
498,005_0082,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
499,003_0153,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
500,014_0030,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
501,012_0181,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
502,004_0224,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
503,005_0044,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
504,009_0033,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
505,013_0026,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
506,002_0130,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
507,005_0169,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
508,003_0413,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
509,012_0075,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
510,008_0027,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
511,009_0037,JPEG,21-Feb-2010 16:07:03,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
512,003_0215,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
513,006_0008,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
514,012_0134,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
515,007_0003,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
516,015_0120,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
517,006_0007,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
518,007_0068,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
519,010_0020,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
520,011_0046,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
521,001_0021,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
522,008_0011,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
523,014_0025,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
524,004_0027,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
525,010_0036,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
526,002_0103,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
527,013_0019,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
528,013_0018,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
529,011_0091,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
530,010_0030,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
531,011_0029,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
532,001_0001,JPEG,,,,Sport,Swimming,,TRUE,,Datasets/EiMM,EiMM
533,009_0023,JPEG,,,,Sport,Swimming,,FALSE,,Datasets/EiMM,EiMM
534,014_0027,JPEG,,,,Sport,Swimming,,FALSE,,Datasets/EiMM,EiMM
535,002_0014,JPEG,,,,Sport,Swimming,,FALSE,,Datasets/EiMM,EiMM
536,015_0201,JPEG,,,,Sport,Swimming,,FALSE,,Datasets/EiMM,EiMM
537,001_0019,JPEG,,,,Sport,Swimming,,FALSE,,Datasets/EiMM,EiMM
538,007_0067,JPEG,,,,Sport,Swimming,,FALSE,,Datasets/EiMM,EiMM
539,008_0039,JPEG,,,,Sport,Swimming,,FALSE,,Datasets/EiMM,EiMM
540,004_0055,JPEG,,,,Sport,Swimming,,FALSE,,Datasets/EiMM,EiMM
541,006_0231,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
542,006_0031,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
543,005_0085,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
544,005_0032,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
545,003_0085,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
546,007_0072,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
547,009_0014,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
548,009_0016,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
549,009_0009,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
550,014_0018,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
551,010_0035,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
552,012_0019,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
553,015_0017,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
554,002_0001,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
555,007_0008,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
556,011_0023,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
557,010_0095,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
558,011_0055,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
559,003_0132,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
560,014_0022,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
561,008_0030,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
562,001_0075,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
563,014_0032,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
564,002_0047,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
565,013_0016,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
566,002_0014,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
567,011_0016,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
568,015_0001,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
569,004_0097,JPEG,01-Apr-2008 19:36:19,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
570,008_0007,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
571,006_0014,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
572,012_0024,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
573,001_0159,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
574,001_0162,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
575,010_0120,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
576,013_0019,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
577,007_0063,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
578,012_0008,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
579,008_0031,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
580,005_0016,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
581,004_0015,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
582,004_0066,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
583,003_0166,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
584,013_0022,JPEG,,,,Sport,Baseball,,TRUE,,Datasets/EiMM,EiMM
585,015_0034,JPEG,,,,Sport,Baseball,,FALSE,,Datasets/EiMM,EiMM
586,011_0031,JPEG,,,,Sport,Skating,,TRUE,,Datasets/EiMM,EiMM
587,005_0273,JPEG,,,,Sport,Skating,,TRUE,,Datasets/EiMM,EiMM
588,003_0032,JPEG,,,,Sport,Skating,,TRUE,,Datasets/EiMM,EiMM
589,012_0021,JPEG,,,,Sport,Skating,,TRUE,,Datasets/EiMM,EiMM
590,011_0191,JPEG,,,,Sport,Skating,,TRUE,,Datasets/EiMM,EiMM
591,014_0075,JPEG,,,,Sport,Skating,,TRUE,,Datasets/EiMM,EiMM
592,013_0012,JPEG,,,,Sport,Skating,,TRUE,,Datasets/EiMM,EiMM
593,006_0054,JPEG,,,,Sport,Skating,,TRUE,,Datasets/EiMM,EiMM
594,013_0011,JPEG,,,,Sport,Skating,,TRUE,,Datasets/EiMM,EiMM
595,004_0130,JPEG,,,,Sport,Skating,,TRUE,,Datasets/EiMM,EiMM
596,009_0022,JPEG,,,,Sport,Skating,,TRUE,,Datasets/EiMM,EiMM
597,003_0043,JPEG,,,,Sport,Skating,,TRUE,,Datasets/EiMM,EiMM
